#F	v(nm/us)	dv	Q_in	Q_out	dQ_in	dQ_out
-20	6.12562	0.827286	2443.71	-1887.99	172.447	143.615
-19	5.37426	0.690674	2457.6	-1895.47	171.121	150.275
-18	4.68493	0.694137	2462.47	-1897.61	202.149	169.229
-17	4.14434	0.688929	2485.45	-1914.29	185.839	162.749
-16	3.56829	0.536514	2523.24	-1960.22	199.526	167.81
-15	2.98266	0.489307	2528.09	-1973.44	192.721	155.518
-14	2.6039	0.379831	2564.59	-1996.2	183.912	157.479
-13	2.06716	0.355145	2519.36	-1992.23	190.104	183.246
-12	1.66041	0.323583	2553.65	-2042.62	182.277	156.083
-11	1.29602	0.250948	2599.67	-2061.72	196.286	172.626
-10	1.05822	0.207426	2594.55	-2087.25	185.873	165.651
-9	0.758453	0.151836	2584.17	-2106.47	162.385	148.74
-8	0.554653	0.106768	2624.09	-2158.93	199.728	173.938
-7	0.413013	0.0820717	2581.51	-2139.84	177.923	150.935
-6	0.283812	0.0542702	2584.06	-2168.57	180.289	159.344
-5	0.186804	0.0315309	2614.88	-2206.12	191.624	165.352
-4	0.126698	0.0252628	2599.17	-2216.27	171.678	164.004
-3	0.0760699	0.0152564	2616.55	-2238.16	186.462	170.247
-2	0.0459039	0.00855163	2576.82	-2223.31	190.052	177.157
-1	0.0203354	0.00366224	2606.16	-2270.44	186.549	170.112
0	0.00107682	0.0006055	2578.32	-2245.82	200.871	178.157
1	-0.0183693	0.00353915	2579.28	-2267.68	171.011	171.205
2	-0.0426964	0.00768263	2550.14	-2259.68	177.487	168.889
3	-0.0761496	0.0143955	2558.41	-2255.8	182.532	171.52
4	-0.121869	0.0239841	2539.24	-2267.4	197.921	179.159
5	-0.190079	0.0374617	2508.91	-2240.74	179.236	168.095
6	-0.288625	0.0487353	2511.25	-2248.25	184.539	169.079
7	-0.422626	0.0737141	2495.73	-2234.15	173.484	166.272
8	-0.592071	0.110194	2487.89	-2221.02	169.662	164.71
9	-0.808869	0.148062	2449.45	-2192.44	203.609	182.951
10	-1.05699	0.188544	2467.73	-2198.43	182.399	166.119
11	-1.40887	0.264342	2464.81	-2197.03	195.598	171.982
12	-1.82993	0.301815	2471.04	-2192.9	163.218	154.845
13	-2.25412	0.377969	2398.59	-2137.37	208.58	195.316
14	-2.82914	0.460055	2364.54	-2104.43	205.427	184.33
15	-3.4598	0.492503	2366.42	-2105.03	188.743	169.247
16	-4.28578	0.635872	2311.45	-2067.2	198.227	170.726
17	-4.93874	0.745758	2330.58	-2068.28	173.805	164.076
18	-5.99916	0.754967	2282.7	-2037.51	157.736	142.643
19	-6.86855	0.782659	2223.5	-1985.47	179.738	162.193
20	-7.99926	1.02456	2245.75	-2016.73	184.288	166.837
21	-9.29381	0.991791	2181.73	-1974.28	190.458	177.065
22	-10.5278	1.21625	2155.17	-1943.25	190.988	179.055
23	-11.9309	1.24913	2128.11	-1933.88	151.94	151.995
24	-13.25	1.06371	2131.02	-1943.66	173.358	158.361
25	-14.6847	1.2137	2120.75	-1924.54	171.468	145.052
26	-16.2596	1.33573	2055.05	-1874.35	170.455	155.25
27	-17.7986	1.37199	2065.86	-1904.45	170.695	153.365
28	-19.9098	1.55244	1991.85	-1846.29	166.825	163.151
29	-21.5496	1.23158	1984.94	-1848.67	153.635	143.74
30	-23.0585	1.45699	1983.99	-1839.57	168.116	154.472
31	-24.9363	1.29945	1917.24	-1813.85	153.389	147.495
32	-26.8443	1.39586	1880.78	-1783.64	151.727	135.197
33	-28.6258	1.50121	1873.17	-1804.97	164.265	154.264
34	-30.6409	1.68259	1874.22	-1785.82	171.05	162.378
35	-32.5008	1.46918	1867.5	-1795.18	151.35	151.247
36	-34.4825	1.41038	1838.88	-1783.36	164.153	163.166
37	-36.6046	1.46961	1829.13	-1777.88	137.138	138.105
38	-38.1013	1.41835	1829.14	-1780.17	145.599	151.405
39	-40.4002	1.46802	1775.76	-1760.79	141.657	149.93
40	-42.4064	1.39974	1775.94	-1735.26	159.884	139.157
41	-44.2348	1.43869	1762.51	-1758.64	146.225	149.08
42	-45.9444	1.34117	1767.54	-1741.98	157.067	159.954
43	-48.2292	1.33804	1735.76	-1731	158.164	157.19
44	-49.794	1.19593	1771.35	-1760.96	145.763	147.213
45	-51.7624	1.19892	1740.06	-1734.7	147.503	150.774
46	-53.6751	1.22487	1734.68	-1737.37	147.927	148.157
47	-55.5672	1.38553	1717.35	-1746.97	152.83	151.819
48	-57.2537	1.20456	1716.9	-1718.42	138.318	136.49
49	-59.5313	1.21931	1711.97	-1722.79	140.398	134.036
50	-60.9656	1.13267	1739.5	-1765.37	134.869	135.279

#a = 0.250000 V = 40.000000 #N_heads = 4   c = 0.300000       N = 100     time = 1000000.000000
#CPU_time = 47196.763879
